Species,Block,Latitude,Longitude,AddressAccuracy,Id,Year,Week,Day,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2,37,41.82561,-87.726549,9,5285,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,12,41.673408,-87.599862,5,5286,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
1,12,41.673408,-87.599862,5,5287,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,13,41.678618,-87.559308,5,5288,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
1,13,41.678618,-87.559308,5,5289,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,13,41.740641,-87.546587,5,5290,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
3,13,41.740641,-87.546587,5,5291,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
1,13,41.740641,-87.546587,5,5292,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,37,41.680946,-87.535198,8,5293,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
1,37,41.680946,-87.535198,8,5294,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
6,37,41.680946,-87.535198,8,5295,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,24,41.704572,-87.565666,8,5296,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
1,24,41.704572,-87.565666,8,5297,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,10,41.750498,-87.605294,5,5298,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
3,10,41.750498,-87.605294,5,5299,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,40,41.659112,-87.538693,8,5300,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
3,40,41.659112,-87.538693,8,5301,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,91,41.992478,-87.862995,8,5302,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
1,91,41.992478,-87.862995,8,5303,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,10,41.974689,-87.890615,9,5304,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,10,41.974689,-87.890615,9,5305,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,10,41.974689,-87.890615,9,5306,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,10,41.974689,-87.890615,9,5307,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,10,41.974689,-87.890615,9,5308,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
3,10,41.974689,-87.890615,9,5309,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
3,10,41.974689,-87.890615,9,5310,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
3,10,41.974689,-87.890615,9,5311,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
3,10,41.974689,-87.890615,9,5312,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
3,10,41.974689,-87.890615,9,5313,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
3,10,41.974689,-87.890615,9,5314,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
1,10,41.974689,-87.890615,9,5315,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
4,10,41.974689,-87.890615,9,5316,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,10,41.957799,-87.930995,5,5317,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,10,41.957799,-87.930995,5,5318,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
3,10,41.957799,-87.930995,5,5319,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
1,10,41.957799,-87.930995,5,5320,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,82,41.743402,-87.731435,8,5321,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,82,41.743402,-87.731435,8,5322,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,82,41.743402,-87.731435,8,5323,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
3,82,41.743402,-87.731435,8,5324,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
1,82,41.743402,-87.731435,8,5325,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
3,65,41.728495,-87.600963,5,5326,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,90,41.793818,-87.654234,5,5327,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
3,90,41.793818,-87.654234,5,5328,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
1,90,41.793818,-87.654234,5,5329,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,11,41.753411,-87.639817,5,5330,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
3,11,41.753411,-87.639817,5,5331,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
1,11,41.753411,-87.639817,5,5332,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,13,41.904194,-87.756155,9,5333,2009,32,231,2,74,67,71,59,63,0, 6,0.23,29.41,30.08,6.4,15,7.2
2,25,41.891118,-87.654491,8,5334,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,25,41.891118,-87.654491,8,5335,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,11,41.867108,-87.654224,8,5336,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,11,41.867108,-87.654224,8,5337,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,11,41.867108,-87.654224,8,5338,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,22,41.921965,-87.632085,8,5339,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,22,41.921965,-87.632085,8,5340,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,22,41.921965,-87.632085,8,5341,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,17,41.720848,-87.666014,9,5342,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,17,41.720848,-87.666014,9,5343,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,17,41.720848,-87.666014,9,5344,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,75,42.01743,-87.687769,8,5345,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,75,42.01743,-87.687769,8,5346,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,36,41.944869,-87.832763,8,5347,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,58,41.986921,-87.689778,9,5348,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,50,41.801498,-87.763416,9,5349,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,50,41.801498,-87.763416,9,5350,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,10,41.723195,-87.64997,5,5351,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,11,41.868077,-87.666901,9,5352,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,11,41.868077,-87.666901,9,5353,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,11,41.868077,-87.666901,9,5354,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,42,41.662014,-87.724608,8,5355,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,42,41.662014,-87.724608,8,5356,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,28,41.932094,-87.700117,8,5357,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,28,41.932094,-87.700117,8,5358,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,70,41.916265,-87.800515,8,5359,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,25,41.846075,-87.716277,9,5360,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,25,41.846075,-87.716277,9,5361,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,35,41.682587,-87.707973,9,5362,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,35,41.682587,-87.707973,9,5363,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,35,41.682587,-87.707973,9,5364,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,37,41.948167,-87.730698,8,5365,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,37,41.948167,-87.730698,8,5366,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,45,41.963976,-87.69181,9,5367,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,45,41.963976,-87.69181,9,5368,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,46,41.964242,-87.757639,8,5369,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,46,41.964242,-87.757639,8,5370,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,61,41.991429,-87.747113,8,5371,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,61,41.923738,-87.785288,9,5372,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,33,41.94016,-87.794896,9,5373,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,33,41.94016,-87.794896,9,5374,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,11,41.903002,-87.688267,8,5375,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,11,41.903002,-87.688267,8,5376,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,60,41.960616,-87.777189,9,5377,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,33,41.704336,-87.703736,8,5378,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,17,41.911824,-87.726737,9,5379,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,17,41.911824,-87.726737,9,5380,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,52,41.778297,-87.752411,9,5381,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,52,41.778297,-87.752411,9,5382,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,67,41.77166,-87.703047,8,5383,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,67,41.77166,-87.703047,8,5384,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,22,41.768388,-87.678649,8,5385,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,22,41.768388,-87.678649,8,5386,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,22,41.768388,-87.678649,8,5387,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,10,41.773215,-87.60088,8,5388,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,10,41.773215,-87.60088,8,5389,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,10,41.773215,-87.60088,8,5390,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,39,41.822536,-87.666343,9,5391,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,39,41.822536,-87.666343,9,5392,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,50,41.803423,-87.642984,8,5393,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,79,41.754292,-87.590773,9,5394,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,52,41.798697,-87.736812,8,5395,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,52,41.798697,-87.736812,8,5396,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,52,41.798697,-87.736812,8,5397,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,37,41.82561,-87.726549,9,5398,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,37,41.82561,-87.726549,9,5399,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,12,41.673408,-87.599862,5,5400,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,12,41.673408,-87.599862,5,5401,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,10,41.726465,-87.585413,5,5402,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,10,41.726465,-87.585413,5,5403,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,13,41.678618,-87.559308,5,5404,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,13,41.678618,-87.559308,5,5405,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,13,41.678618,-87.559308,5,5406,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,13,41.740641,-87.546587,5,5407,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,13,41.740641,-87.546587,5,5408,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,37,41.680946,-87.535198,8,5409,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,24,41.704572,-87.565666,8,5410,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,24,41.704572,-87.565666,8,5411,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,10,41.750498,-87.605294,5,5412,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,10,41.750498,-87.605294,5,5413,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,40,41.659112,-87.538693,8,5414,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,10,41.974689,-87.890615,9,5415,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,10,41.974689,-87.890615,9,5416,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,10,41.974689,-87.890615,9,5417,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,10,41.974689,-87.890615,9,5418,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,10,41.974689,-87.890615,9,5419,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,10,41.974689,-87.890615,9,5420,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,10,41.974689,-87.890615,9,5421,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,10,41.974689,-87.890615,9,5422,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,10,41.974689,-87.890615,9,5423,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,10,41.974689,-87.890615,9,5424,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,10,41.974689,-87.890615,9,5425,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,10,41.974689,-87.890615,9,5426,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,10,41.974689,-87.890615,9,5427,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,10,41.974689,-87.890615,9,5428,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,10,41.974689,-87.890615,9,5429,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
4,10,41.974689,-87.890615,9,5430,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,10,41.957799,-87.930995,5,5431,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
1,10,41.957799,-87.930995,5,5432,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,51,41.973845,-87.805059,9,5433,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,51,41.973845,-87.805059,9,5434,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,82,41.743402,-87.731435,8,5435,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,82,41.743402,-87.731435,8,5436,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,13,41.904194,-87.756155,9,5437,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
3,13,41.904194,-87.756155,9,5438,2009,33,244,2,86,63,75,55,63,0,10,0.00,29.44,30.09,2.0,16,4.0
2,41,41.95469,-87.800991,9,5439,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
3,41,41.95469,-87.800991,9,5440,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,25,41.891118,-87.654491,8,5441,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
6,25,41.891118,-87.654491,8,5442,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,11,41.867108,-87.654224,8,5443,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
3,11,41.867108,-87.654224,8,5444,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
1,11,41.867108,-87.654224,8,5445,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,22,41.921965,-87.632085,8,5446,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,17,41.720848,-87.666014,9,5447,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
3,17,41.720848,-87.666014,9,5448,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
3,75,42.01743,-87.687769,8,5449,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,36,41.944869,-87.832763,8,5450,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,36,41.944869,-87.832763,8,5451,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
3,36,41.944869,-87.832763,8,5452,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
1,36,41.944869,-87.832763,8,5453,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,72,42.011601,-87.811506,8,5454,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,58,41.986921,-87.689778,9,5455,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
3,58,41.986921,-87.689778,9,5456,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,50,41.801498,-87.763416,9,5457,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,14,41.906638,-87.701431,9,5458,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,10,41.723195,-87.64997,5,5459,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,11,41.868077,-87.666901,9,5460,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,11,41.868077,-87.666901,9,5461,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,37,41.948167,-87.730698,8,5462,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,45,41.963976,-87.69181,9,5463,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
1,45,41.963976,-87.69181,9,5464,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,30,41.857402,-87.694991,8,5465,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
3,30,41.857402,-87.694991,8,5466,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,61,41.923738,-87.785288,9,5467,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,33,41.94016,-87.794896,9,5468,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,33,41.94016,-87.794896,9,5469,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
3,33,41.94016,-87.794896,9,5470,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
1,33,41.94016,-87.794896,9,5471,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,11,41.903002,-87.688267,8,5472,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,22,41.801179,-87.679447,8,5473,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,67,41.77166,-87.703047,8,5474,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,22,41.768388,-87.678649,8,5475,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,77,41.754676,-87.612922,9,5476,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,52,41.798697,-87.736812,8,5477,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,63,41.776156,-87.778927,9,5478,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
1,37,41.82561,-87.726549,9,5479,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
3,12,41.673408,-87.599862,5,5480,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,13,41.678618,-87.559308,5,5481,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
1,13,41.678618,-87.559308,5,5482,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
5,13,41.678618,-87.559308,5,5483,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,37,41.680946,-87.535198,8,5484,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,24,41.704572,-87.565666,8,5485,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,10,41.750498,-87.605294,5,5486,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,40,41.659112,-87.538693,8,5487,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
1,40,41.659112,-87.538693,8,5488,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,91,41.992478,-87.862995,8,5489,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
3,91,41.992478,-87.862995,8,5490,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
1,91,41.992478,-87.862995,8,5491,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,10,41.974689,-87.890615,9,5492,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,10,41.974689,-87.890615,9,5493,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,10,41.974689,-87.890615,9,5494,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
2,10,41.974689,-87.890615,9,5495,2009,35,270,2,82,61,72,61,65,0, 7,0.00,29.39,30.04,8.3,21,8.6
